하바, 59, 147
아마, 81, 141
마차, 41, 178
라마, 82, 176
나파, 60, 180
파라, 68, 158
파다, 75, 172
나다, 89, 150
나가, 92, 173
라차, 78, 192
다파, 87, 174
차라, 58, 142
나바, 78, 189
바바, 90, 143
사사, 59, 182
다카, 89, 183
사다, 66, 159
가하, 69, 188
파가, 54, 166
자나, 95, 187
아타, 98, 151
바하, 75, 191
파바, 58, 190
사라, 75, 179
가카, 80, 181
사라, 71, 162
다라, 52, 180
다자, 56, 175
라자, 57, 156
다차, 82, 191
하카, 93, 179
나마, 93, 162
마라, 45, 151
아타, 65, 188
다카, 53, 165
라사, 99, 144
카카, 69, 154
사마, 86, 144
나마, 43, 157
라아, 43, 189
카라, 71, 161
타라, 69, 170
파나, 68, 186
가가, 63, 190
나바, 73, 153
자나, 69, 174
사마, 82, 182
파아, 52, 141
바카, 64, 190
아자, 73, 168
파바, 94, 190
라자, 74, 178
타하, 96, 162
마마, 93, 193
다하, 79, 140
가바, 65, 174
카라, 92, 150
아차, 94, 146
자카, 50, 168
바사, 42, 197
차하, 54, 163
사사, 83, 148
타다, 82, 190
카타, 48, 172
파마, 97, 143
하마, 61, 192
타라, 48, 176
가바, 95, 148
마다, 71, 185
타파, 83, 183
카차, 91, 197
마아, 67, 166
가하, 48, 183
아라, 49, 173
가자, 61, 190
가사, 73, 159
카나, 55, 171
바사, 49, 173
사다, 68, 163
하라, 52, 154
자나, 92, 148
라마, 98, 171
자하, 51, 178
파자, 58, 197
카가, 91, 199
다마, 94, 183
하다, 40, 157
사사, 90, 180
파아, 67, 184
가차, 52, 158
자다, 45, 146
마카, 92, 153
라나, 95, 151
마가, 41, 180
가하, 53, 165
차바, 69, 166
라바, 65, 170
자마, 51, 160
가사, 75, 160
사다, 91, 158
마바, 98, 156
바차, 81, 191
차사, 71, 199
라하, 83, 157
카파, 56, 161
타가, 62, 147
자나, 78, 153
사마, 67, 142
카타, 81, 198
타다, 94, 187
타타, 71, 152
타가, 41, 140
바가, 75, 144
사타, 55, 163
바타, 42, 192
파차, 51, 145
라마, 49, 171
사자, 67, 169
차나, 63, 175
나다, 85, 184
아나, 63, 146
가파, 49, 145
타하, 98, 169
사파, 59, 144
마마, 69, 155
나타, 65, 198
하사, 51, 183
자파, 70, 148
가라, 72, 172
나사, 90, 153
가사, 65, 174
카가, 57, 148
아다, 55, 175
나다, 84, 146
나마, 75, 199
바파, 51, 146
하카, 88, 146
하라, 78, 194
차하, 56, 167
사아, 87, 155
카나, 55, 176
다마, 70, 156
마파, 72, 182
다바, 87, 179
사가, 65, 169
아나, 64, 151
나차, 76, 173
카타, 68, 172
파라, 69, 159
자파, 63, 191
바파, 95, 174
카라, 87, 185
차자, 76, 170
가라, 41, 144
자바, 92, 195
사가, 44, 176
바차, 64, 151
마라, 68, 195
가라, 62, 190
아가, 80, 156
가나, 79, 160
나하, 68, 177
자자, 45, 147
사마, 75, 152
사아, 75, 184
가라, 65, 196
카차, 59, 197
타가, 98, 171
타라, 42, 153
하나, 71, 162
아마, 81, 188
자타, 86, 177
가타, 44, 190
라라, 74, 173
타가, 76, 188
마하, 49, 190
차바, 59, 151
아파, 91, 169
다아, 83, 183
하다, 53, 156
바자, 62, 155
아파, 56, 146
파자, 60, 181
파하, 58, 196
나하, 93, 181
마아, 56, 176
마타, 65, 141
카파, 98, 197
아아, 98, 175
나타, 67, 175
다다, 69, 184
바카, 44, 182
하마, 45, 194
라바, 58, 188
다라, 95, 198
차차, 44, 160
아사, 96, 153
마하, 60, 150
자카, 66, 196
타하, 72, 152
아카, 92, 180
라바, 95, 158
라자, 96, 153
라가, 68, 167
라나, 90, 168
사타, 92, 155
아라, 75, 179
사나, 78, 187
나타, 46, 163
차바, 44, 187
라차, 41, 198
바파, 59, 144
하사, 96, 186
나나, 64, 143
아마, 91, 154
타가, 94, 140
사다, 48, 162
바다, 65, 182
타바, 94, 163
차아, 42, 163
차라, 77, 199
나차, 80, 144
사타, 99, 151
차카, 78, 174
사카, 48, 142
라나, 69, 158
다자, 89, 147
자차, 89, 183
나다, 50, 197
나카, 74, 179
마파, 66, 144
파라, 97, 175
카타, 85, 178
라카, 73, 157
타하, 49, 193
바바, 83, 162
바차, 70, 154
아하, 46, 172
하카, 78, 151
파라, 83, 172
타차, 84, 161
다타, 41, 160
차다, 40, 177
카라, 41, 162
사라, 65, 149
자다, 45, 164
타다, 95, 155
파마, 71, 162
마바, 85, 158
하마, 58, 164
바나, 88, 174
타파, 75, 188
차차, 79, 197
가다, 76, 145
다사, 69, 163
마사, 50, 146
카카, 96, 156
타다, 56, 198
가타, 58, 158
타나, 53, 180
타라, 96, 140
차바, 71, 198
하카, 71, 168
다하, 61, 185
가다, 45, 147
가하, 70, 196
나가, 41, 163
다마, 58, 151
타파, 61, 143
마차, 81, 174
자타, 66, 188
마카, 51, 198
가라, 80, 152
자자, 70, 161
타라, 50, 156
사자, 84, 199
타하, 48, 182
카사, 43, 145
아아, 99, 159
사사, 44, 193
타자, 42, 173
하파, 75, 158
나바, 66, 153
하바, 63, 150
카차, 91, 158
마카, 95, 177
하사, 97, 165
타차, 75, 158
하아, 75, 147
마라, 70, 184
아아, 84, 184
마하, 99, 161
하파, 60, 174
마사, 80, 199
하카, 87, 172
파자, 61, 171
라바, 45, 182
하다, 89, 145
자나, 59, 149
하마, 76, 185
파바, 78, 167
카사, 87, 199
사카, 57, 186
나다, 95, 180
아사, 65, 185
하파, 55, 160
마나, 56, 192
자하, 44, 195
타바, 57, 181
차마, 80, 178
아차, 67, 170
사자, 84, 173
파나, 67, 149
다차, 87, 173
파마, 67, 162
나하, 84, 180
자라, 42, 151
가다, 95, 192
카바, 95, 155
가차, 53, 190
하라, 86, 179
아라, 70, 191
타다, 71, 198
하바, 88, 141
카바, 59, 154
자사, 96, 178
바라, 71, 196
가가, 94, 156
타나, 97, 172
나나, 56, 164
하차, 44, 197
나마, 63, 143
바라, 43, 140
가가, 95, 179
아타, 48, 187
바차, 43, 179
파하, 84, 144
아나, 53, 161
나바, 45, 156
다라, 89, 187
라사, 58, 192
타타, 81, 154
